"scenario_id","family","slice","slice_membership","paper_anchor","scenario_label","generating_model","generating_link","fitted_model","fitted_link","base_seed","seed_rule","B","alpha","generating_interaction","N","k_trials","chance","age_min","age_max","age_center","beta_intercept","beta_age","beta_group","beta_age_group","beta_main_1_multiplier","beta_main_2_multiplier","varied_parameter","varied_value","J","item_max","theta_sd","beta_x","beta_x_group","x_min","x_max","threshold_shift","n_subjects","target_icc","reference_beta_intercept","reference_beta_group","reference_beta_condition","reference_beta_group_condition","logit_probit_scale","coefficient_scale","beta_condition","beta_group_condition"
"WF-011","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 0.50; condition x 0.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-0.5,,0.5,0.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-0.5,-0.5,0,1.65,1,-0.5,0
"WF-012","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 1.00; condition x 0.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,0.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-1,-0.5,0,1.65,1,-0.5,0
"WF-013","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 1.50; condition x 0.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1.5,,1.5,0.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-1.5,-0.5,0,1.65,1,-0.5,0
"WF-014","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 0.50; condition x 1.00","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-0.5,,0.5,1,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-0.5,-1,0,1.65,1,-1,0
"WF-015","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 1.50; condition x 1.00","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1.5,,1.5,1,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-1.5,-1,0,1.65,1,-1,0
"WF-016","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 0.50; condition x 1.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-0.5,,0.5,1.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-0.5,-1.5,0,1.65,1,-1.5,0
"WF-017","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 1.00; condition x 1.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-1,-1.5,0,1.65,1,-1.5,0
"WF-018","within_family","main_effect_surface","main_effect_surface",FALSE,"probit generated: group x 1.50; condition x 1.50","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1.5,,1.5,1.5,"beta_group_multiplier;beta_condition_multiplier",,,,,,,,,,700,0.3,1.5,-1.5,-1.5,0,1.65,1,-1.5,0
"WF-019","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 100","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",100,,,,,,,,,100,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-020","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 200","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",200,,,,,,,,,200,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-021","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 300","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",300,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-022","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 400","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",400,,,,,,,,,400,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-023","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 1200","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",1200,,,,,,,,,1200,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-024","within_family","sample_size","sample_size",FALSE,"logit generated: subjects = 2000","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"n_subjects",2000,,,,,,,,,2000,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-025","within_family","trial_count","trial_count",FALSE,"logit generated: trials per cell = 5","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,5,,,,,2.475,,-1.65,,1,1,"k_trials",5,,,,,,,,,700,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-026","within_family","trial_count","trial_count",FALSE,"logit generated: trials per cell = 30","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,30,,,,,2.475,,-1.65,,1,1,"k_trials",30,,,,,,,,,700,0.3,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-027","within_family","latent_location","latent_location",FALSE,"logit generated: reference intercept = 0","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,0,,-1.65,,1,1,"reference_beta_intercept",0,,,,,,,,,700,0.3,0,-1,-1,0,1.65,1.65,-1.65,0
"WF-028","within_family","latent_location","latent_location",FALSE,"logit generated: reference intercept = 0.75","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.2375,,-1.65,,1,1,"reference_beta_intercept",0.75,,,,,,,,,700,0.3,0.75,-1,-1,0,1.65,1.65,-1.65,0
"WF-029","within_family","latent_location","latent_location",FALSE,"logit generated: reference intercept = 2.25","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,3.7125,,-1.65,,1,1,"reference_beta_intercept",2.25,,,,,,,,,700,0.3,2.25,-1,-1,0,1.65,1.65,-1.65,0
"WF-030","within_family","icc","icc",FALSE,"logit generated: target ICC = 0","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"target_icc",0,,,,,,,,,700,0,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-031","within_family","icc","icc",FALSE,"logit generated: target ICC = 0.15","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"target_icc",0.15,,,,,,,,,700,0.15,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-032","within_family","icc","icc",FALSE,"logit generated: target ICC = 0.45","Random-intercept binomial","logit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.475,,-1.65,,1,1,"target_icc",0.45,,,,,,,,,700,0.45,1.5,-1,-1,0,1.65,1.65,-1.65,0
"WF-033","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 100","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",100,,,,,,,,,100,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-034","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 200","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",200,,,,,,,,,200,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-035","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 300","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",300,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-036","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 400","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",400,,,,,,,,,400,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-037","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 1200","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",1200,,,,,,,,,1200,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-038","within_family","sample_size","sample_size",FALSE,"probit generated: subjects = 2000","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"n_subjects",2000,,,,,,,,,2000,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-039","within_family","trial_count","trial_count",FALSE,"probit generated: trials per cell = 5","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,5,,,,,1.5,,-1,,1,1,"k_trials",5,,,,,,,,,700,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-040","within_family","trial_count","trial_count",FALSE,"probit generated: trials per cell = 30","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,30,,,,,1.5,,-1,,1,1,"k_trials",30,,,,,,,,,700,0.3,1.5,-1,-1,0,1.65,1,-1,0
"WF-041","within_family","latent_location","latent_location",FALSE,"probit generated: reference intercept = 0","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,0,,-1,,1,1,"reference_beta_intercept",0,,,,,,,,,700,0.3,0,-1,-1,0,1.65,1,-1,0
"WF-042","within_family","latent_location","latent_location",FALSE,"probit generated: reference intercept = 0.75","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,0.75,,-1,,1,1,"reference_beta_intercept",0.75,,,,,,,,,700,0.3,0.75,-1,-1,0,1.65,1,-1,0
"WF-043","within_family","latent_location","latent_location",FALSE,"probit generated: reference intercept = 2.25","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,2.25,,-1,,1,1,"reference_beta_intercept",2.25,,,,,,,,,700,0.3,2.25,-1,-1,0,1.65,1,-1,0
"WF-044","within_family","icc","icc",FALSE,"probit generated: target ICC = 0","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"target_icc",0,,,,,,,,,700,0,1.5,-1,-1,0,1.65,1,-1,0
"WF-045","within_family","icc","icc",FALSE,"probit generated: target ICC = 0.15","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"target_icc",0.15,,,,,,,,,700,0.15,1.5,-1,-1,0,1.65,1,-1,0
"WF-046","within_family","icc","icc",FALSE,"probit generated: target ICC = 0.45","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"target_icc",0.45,,,,,,,,,700,0.45,1.5,-1,-1,0,1.65,1,-1,0
